"Time","CAL? 72 3458B","CAL? 175 3458B"
1652363017000,0.98691339,37.1141602
1652366623000,0.9869134,37.1491394
1652370230000,0.98691342,37.1543963
1652373836000,0.98691337,37.1664737
1652377443000,0.98691338,undefined
1652377444000,undefined,37.1132591
1652384718000,0.98691327,36.8031043
1652388324000,0.98691321,36.7156553
1652391930000,0.98691328,36.7095776
1652395537000,0.98691293,35.8217395
1652399143000,0.98691269,35.1190915
1652402750000,0.98691245,34.4404501
1652406356000,0.98691223,33.8095586
1652409962000,0.98691206,33.398142
1652413569000,0.98691191,32.9296088
1652417175000,0.98691183,32.7404501
1652422726000,0.98691202,undefined
1652422727000,undefined,33.2952277
1652426333000,0.98691234,34.1825417
1652434242000,0.98691277,35.3955413
1652441114000,0.98691298,35.9531749
1652444720000,0.98691302,36.0704273
1652448326000,0.98691315,36.2448661
1652451933000,0.9869131,36.3957416
1652455539000,0.98691315,36.4757524
1652786190000,0.98691361,37.80308
1652789796000,0.9869137,38.1334993
1652793403000,0.98691378,38.4567913
1652797009000,0.98691384,38.645426
1652800615000,0.98691389,38.83323
1652804222000,0.98691399,39.00092
1652807828000,0.98691405,39.1687624
1652811434000,0.98691396,38.9726905
1652815041000,0.98691387,38.7607906
1652818647000,0.98691388,38.7213893
1652822254000,0.98691388,38.6732028
1652825860000,0.98691374,38.4229416
1652829466000,0.98691367,38.1244905
1652833073000,0.98691357,37.8193684
1652836679000,0.98691349,37.515216
1652840285000,0.98691336,37.2584242
1652843892000,0.98691327,37.0580112
1652847499000,0.98691327,36.8954243
1652851104000,0.98691328,36.9221503
1652854712000,0.98691327,36.9505188
1652858318000,0.98691328,37.0323362
1652861925000,0.98691341,37.261282
1652865531000,0.98691358,37.670744
1652869005000,0.98691374,38.2590777
1652874211000,0.98691398,38.8814185
1652877817000,0.98691412,39.2529028
1652881423000,0.98691424,39.6224329
1652885030000,0.98691432,39.855432
1652888636000,0.98691443,40.0456416
1652892243000,0.98691442,40.1568773
1652895849000,0.98691446,40.1884053
1652899456000,0.98691444,40.1827742
1653040258000,0.98691343,37.2756207
1653046544000,0.98691377,38.3309879
1653050144000,0.98691398,38.8007319
1653053745000,0.98691394,38.9098653
1653057345000,0.98691412,undefined
1653057346000,undefined,39.5065425
1653060947000,0.98691401,39.1941295
1653064547000,0.9869139,38.9141451
1653072120000,0.98691376,38.4946222
1653075720000,0.98691307,36.5548652
1653078553000,0.98691297,36.353852
1653079457000,0.98691314,36.6724218
1653083352000,0.98691342,37.5396867
1653087256000,0.98691354,37.9056136
1653091152000,0.98691356,37.8153113
1653095055000,0.9869135,37.6801308
1653098960000,0.98691348,37.5891547
1653102854000,0.98691339,37.4571167
1653106759000,0.98691332,37.3510537
1653110653000,0.98691287,36.0268814
1653114558000,0.98691277,35.7440522
1653171306000,0.98691327,37.1260955
1653175201000,0.98691327,37.0784247
1653179105000,0.98691319,36.9606509
1653183001000,0.98691311,36.7461308
1653186904000,0.98691308,36.5683829
1653190809000,0.98691303,36.3983691
1653194704000,0.986913,36.2973309
1653198608000,0.98691274,35.4850902
1653202502000,0.98691259,35.2272467
1653252193000,0.98691331,37.3884366
1653256088000,0.98691334,37.3720747
1653259992000,0.98691332,37.2787676
1653263888000,0.98691328,37.2540024
1653267791000,0.98691324,37.0528324
1653271696000,0.98691315,36.8388272
1653275590000,0.9869131,36.649976
1653279495000,0.98691299,36.4097728
1653283389000,0.98691288,35.906713
1653287294000,0.98691279,35.8736815
1653291188000,0.98691291,36.2692565
1653295093000,0.98691314,36.8232158
1653298988000,0.98691313,36.777578
1653302893000,0.98691324,37.0889361
1653306788000,0.98691327,37.2030345
1653310692000,0.98691341,37.4906703
1653314588000,0.98691356,37.8493871
1653318491000,0.98691362,38.0811096
1653322396000,0.98691362,38.0720997
1653326290000,0.98691362,38.0769755
1653330195000,0.9869136,37.9280551
1653334090000,0.98691352,37.8319034
1653337994000,0.98691351,37.8848972
1653340400000,0.98691353,37.8722883
1653344295000,0.98691354,37.9736128
1653348199000,0.98691351,37.9270768
1653352095000,0.9869135,37.8108826
1653355998000,0.98691345,37.6108451
1653359903000,0.9869134,37.526019
1653363798000,0.98691338,37.4227371
1653367702000,0.98691326,36.9156189
1653371596000,0.98691309,36.3836515
1653375501000,0.98691309,36.6092175
1653379395000,0.98691319,36.9058596
1653383300000,0.98691324,37.0202571
1653387195000,0.98691332,37.166848
1653391100000,0.98691342,37.5131862
1653394995000,0.98691345,37.5094341
1653398899000,0.98691342,37.5910989
1653402795000,0.98691347,37.6611332
1653406698000,0.9869135,37.7954204
1653410603000,0.98691352,37.9039624
1653416598000,0.98691322,37.0558348
1653420492000,0.98691345,37.6474717
1653424396000,0.98691345,37.6348586
1653428292000,0.98691333,37.3921895
1653432196000,0.98691341,37.4437551
1653436100000,0.98691336,37.2520502
1653439994000,0.98691325,37.0586114
1653443900000,0.9869132,36.8849922
1653447793000,0.98691315,36.66236
1653451698000,0.98691307,36.4705791
1653455593000,0.98691299,36.2634768
1653459497000,0.98691279,35.7051717
1653463392000,0.98691277,35.7321918
1653476364000,0.98691301,36.4179584
1653480258000,0.98691299,36.3674391
1653484163000,0.98691297,36.5463878
1653488058000,0.98691307,36.6613086
1653491962000,0.9869131,36.8017516
1653495858000,0.98691314,37.0309074
1653499761000,0.98691328,37.1043958
1653503666000,0.98691325,37.1050773
1653507560000,0.9869131,36.6673857
1653511465000,0.98691293,36.2423888
1653515359000,0.98691302,36.508555
1653519264000,0.98691306,36.5984799
1653523158000,0.98691303,36.6413425
1653527063000,0.98691299,36.4587164
1653530958000,0.98691295,36.3527243
1653534862000,0.98691293,36.2509474
1653538758000,0.98691294,36.111255
1653542661000,0.98691284,35.9746395
1653546566000,0.98691275,35.7074232
1653550460000,0.98691294,36.306189
1653554365000,0.98691304,36.4934656
1653558259000,0.98691309,36.6580036
1653562164000,0.98691313,36.7687241
1653566058000,0.98691321,36.8962575
1653569963000,0.98691322,37.0929114
1653573858000,0.98691317,37.0467505
1653577762000,0.98691319,36.9071402
1653581658000,0.98691317,36.9689121
1653591896000,0.98691308,36.6463737
1653595790000,0.98691308,36.4568426
1653599695000,0.98691309,36.55119
1653603590000,0.9869131,36.5902974
1653607494000,0.98691312,36.4650259
1653611390000,0.98691297,36.3595557
1653615293000,0.98691296,36.2452434
1653619198000,0.98691297,36.1409099
1653623092000,0.98691294,36.0482837
1653626997000,0.98691286,35.8214391
1653630891000,0.98691291,35.8844959
1653634796000,0.98691288,36.0230585
1653638690000,0.98691296,36.1974203
1653642595000,0.98691303,36.2979318
1653646490000,0.98691305,36.3840343
1653650394000,0.98691315,36.7457573
1653654290000,0.98691317,36.859851
1653658193000,0.98691326,undefined
1653658194000,undefined,36.9263603
1653662098000,0.98691318,36.7921369
1653665992000,0.98691293,36.0921928
1653669897000,0.98691305,36.4196804
1653673791000,0.98691311,36.5813648
1653677696000,0.98691312,36.6050118
1653681590000,0.98691297,undefined
1653681591000,undefined,36.1959993
1653685495000,0.98691295,36.1987018
1653689390000,0.98691295,undefined
1653689391000,undefined,36.1803883
1653693294000,0.98691297,35.9651885
1653697190000,0.98691286,35.7580858
1653701093000,0.98691272,35.4776584
1653704998000,0.98691267,35.2773177
1653708892000,0.98691255,35.0880105
1653712797000,0.98691253,34.9482433
1653716691000,0.98691253,34.8779138
1653720596000,0.98691252,34.9574777
1653724490000,0.98691255,35.1091014
1653728395000,0.98691267,35.3417965
1653732290000,0.98691272,35.4542347
1653736194000,0.98691279,35.6310832
1653740090000,0.98691282,35.8369736
1653743993000,0.98691287,36.0370918
1653747898000,0.98691287,36.1261137
1653751792000,0.9869129,36.0729694
1653755697000,0.98691293,36.1267176
1653759591000,0.98691293,36.0737198
1653763496000,0.98691298,36.0614867
1653771428000,0.98691274,35.5201422
1653775323000,0.98691272,35.4994222
1653779227000,0.98691267,35.3129662
1653783122000,0.98691261,35.1427326
1653787026000,0.98691258,35.0130228
1653790922000,0.98691253,34.8683749
1653794825000,0.98691245,undefined
1653794826000,undefined,34.715107
1653798730000,0.98691241,34.6076927
1653802624000,0.9869124,34.5763107
1653806529000,0.98691242,34.6742709
1653810423000,0.98691243,34.5064322
1653814328000,0.98691244,34.6813954
1653818222000,0.98691243,34.7729731
1653822127000,0.98691247,34.7898649
1653826022000,0.98691256,34.8791118
1653829926000,0.98691256,35.0588882
1653833822000,0.98691246,34.8136549
1653837725000,0.98691256,35.093341
1653841630000,0.98691263,35.1763624
1653845524000,0.98691258,35.0923658
1653849429000,0.98691249,34.9199426
1653853323000,0.98691247,34.8388055
1653857228000,0.98691249,34.819585
1653861122000,0.98691248,34.749402
1653865027000,0.98691242,34.6615902
1653868922000,0.98691237,34.4628205
1653872826000,0.9869123,34.2646558
1653876722000,0.98691223,34.0990676
1653880625000,0.9869122,33.9462428
1653884530000,0.98691212,33.8023468
1653888424000,0.98691217,33.9846776
1653892329000,0.98691229,34.1330014
1653896223000,0.9869123,34.2822188
1653900128000,0.98691234,34.4284435
1653904022000,0.98691241,34.588775
1653907927000,0.98691247,34.8134335
1653911823000,0.98691255,34.9799937
1653915726000,0.98691261,35.1320744
1653919622000,0.98691272,35.4501806
1653923525000,0.98691277,35.563006
1653927430000,0.98691274,35.4206898
1653931325000,0.98691266,35.4684971
1653935229000,0.98691276,35.5154166
1653939123000,0.98691256,35.0555785
1653943028000,0.98691248,34.6875554
1653945120000,0.98691243,34.7286869
1653949014000,0.98691245,34.7063213
1653952919000,0.98691231,34.4038911
1653956814000,0.98691226,34.140802
1653960718000,0.98691219,33.914718
1653964614000,0.98691209,33.6832322
1653968517000,0.98691204,33.4625438
1653972422000,0.98691195,33.3170009
1653976316000,0.98691206,33.5173426
1653980221000,0.98691219,34.0475764
1653984115000,0.98691218,34.0269282
1653988020000,0.98691231,34.4065955
1653991914000,0.9869124,34.7914394
1653995819000,0.98691263,35.1796609
1653999714000,0.98691263,35.4316418
1654003618000,0.98691283,35.8047767
1654007514000,0.98691281,35.804554
1654011417000,0.98691278,35.8518374
1654015322000,0.9869127,35.6198227
1654019216000,0.98691285,35.9323822
1654023121000,0.98691289,35.9115123
1654027015000,0.98691276,35.8509382
1654030920000,0.98691268,35.5689257
1654034814000,0.98691267,35.5380076
1654038719000,0.98691264,35.4130238
1654042614000,0.98691259,35.2484165
1654046518000,0.98691257,35.1043739
1654050414000,0.98691246,34.9512442
1654054317000,0.98691247,34.8394753
1654058222000,0.98691239,34.7097705
1654062116000,0.98691239,undefined
1654062117000,undefined,34.7220823
1654066021000,0.98691237,34.7691477
1654069915000,0.98691247,34.9815681
1654122088000,0.98691316,37.0926881
1654122663000,0.98691325,37.0520075
1654126557000,0.98691348,37.4476669
1654130462000,0.98691342,37.4574937
1654134357000,0.98691339,37.3506847
1654138261000,0.98691333,37.2285574
1654142157000,0.98691332,37.1274425
1654146060000,0.98691327,36.9514233
1654149965000,0.98691295,36.2166424
1654153859000,0.98691313,36.6308368
1654585404000,0.98691262,35.4197836
1654589205000,0.9869126,35.4735183
1654593007000,0.98691283,35.8231665
1654596815000,0.98691287,undefined
1654596816000,undefined,36.1665778
1654600614000,0.98691297,36.3500246
1654604413000,0.98691308,36.6038905
1654608212000,0.98691318,36.8485115
1654612011000,0.98691323,37.0720488
1654615812000,0.98691325,37.1306708
1654619613000,0.9869132,36.9719155
1654623421000,0.98691327,37.1008685
1654627220000,0.98691324,37.217817
1654631019000,0.98691322,37.1068007
1654634818000,0.98691319,37.0291891
1654637795000,0.98691312,36.9025557
1654641596000,0.9869131,36.7768225
1654645398000,0.98691309,36.7985931
1654649206000,0.98691302,36.5690558
1654653005000,0.98691288,36.2429126
1654656805000,0.98691279,35.9011522
1654660603000,0.98691266,35.6174913
1654664402000,0.98691262,35.4562642
1654668203000,0.98691258,35.3846496
1654672004000,0.98691266,35.4845616
1654675812000,0.98691273,35.5973061
1654679611000,0.98691274,35.757562
1654683410000,0.98691287,35.8895246
1654687209000,0.98691291,36.1562187
1654691009000,0.986913,36.5897746
1654694810000,0.98691317,37.0288102
1654698619000,0.98691329,37.267582
1654702418000,0.98691342,37.6260783
1654706217000,0.98691333,37.4548636
1654710016000,0.98691333,37.4248437
1654713815000,0.98691336,37.5068809
1654717616000,0.98691334,37.5348074
1654721417000,0.98691329,37.3926335
1654725225000,0.98691328,37.2648802
1654729024000,0.98691319,37.1150569
1654732824000,0.98691312,36.8934698
1654736622000,0.98691307,36.6783436
1654740422000,0.98691301,36.4733542
1654744223000,0.98691298,36.3230781
1654748032000,0.98691291,36.216038
1654751831000,0.98691286,36.0955608
1654755631000,0.98691289,36.106522
1654759430000,0.98691284,35.9635285
1654763229000,0.98691288,35.9987376
1654767029000,0.98691287,36.0346143
1654770830000,0.98691289,36.1488572
1654774638000,0.98691305,undefined
1654774639000,undefined,36.5274697
1654778438000,0.98691317,36.9154687
1654782237000,0.98691325,37.2043072
1654786036000,0.98691341,37.5013275
1654789835000,0.98691341,37.7224592
1654793636000,0.9869135,37.8550214
1654797437000,0.98691353,37.9737688
1654801245000,0.98691342,37.6814762
1654805044000,0.98691326,37.2502432
1654816265000,0.98691316,36.9997581
1654820066000,0.98691332,undefined
1654823868000,0.98691317,undefined
1654827676000,0.98691299,undefined
1654831475000,0.98691282,undefined
1654835274000,0.98691271,undefined
1654839073000,0.98691256,undefined
1654842872000,0.98691262,undefined
1654846673000,0.9869127,undefined
1654850475000,0.98691275,undefined
1654854282000,0.98691285,undefined
1654858081000,0.98691298,undefined
1654861880000,0.98691308,undefined
1654865679000,0.98691314,undefined
1654876175000,0.98691345,undefined
1654986868000,0.9869134,undefined
1654986869000,undefined,37.7617895
1654987858000,0.98691332,undefined
1654987859000,undefined,37.330932
1655019343000,0.98691302,36.5445881
1655023144000,0.98691304,36.5559987
1655026945000,0.98691318,36.9843729
1655028651000,0.98691335,37.3375378
1655032452000,0.98691343,37.5060606
1655036253000,0.98691354,38.0160329
1655040062000,0.98691362,38.1307997
1655043861000,0.98691378,38.4513942
1655047660000,0.98691387,38.8222715
1655051459000,0.98691395,39.074325
1655055258000,0.98691386,39.0537562
1655059059000,0.986914,39.0372545
1655062860000,0.98691391,38.9667695
1655066668000,0.98691342,37.5252014
1655070467000,0.98691308,36.5761868
1655074266000,0.98691293,36.0506084
1655078065000,0.98691296,36.2332273
1655081865000,0.98691298,36.2998889
1655085666000,0.98691296,36.2095138
1655089475000,0.98691284,35.9518248
1655093274000,0.98691273,35.5990289
1655097073000,0.98691261,35.2661299
1655100872000,0.98691256,35.2493182
1655104671000,0.98691266,35.3402216
1655108472000,0.98691279,35.6788232
1655112273000,0.98691292,36.1571117
1655116081000,0.98691305,36.4585667
1655119880000,0.98691307,36.5755114
1655123679000,0.98691295,36.1962972
1655127478000,0.98691272,35.63776
1655131278000,0.9869129,36.1209378
1655135079000,0.98691292,36.2656527
1655138880000,0.98691297,36.2365349
1655142688000,0.98691315,36.7886927
1655146487000,0.98691296,36.2607779
1655150286000,0.98691287,35.9897258
1655154085000,0.98691301,36.5378326
1655157885000,0.98691309,36.6511692
1655161686000,0.98691311,36.7021426
1655165495000,0.98691318,36.8133119
1655169294000,0.98691303,36.5852713
1655173093000,0.98691298,36.3648851
1655176892000,0.98691292,36.1563712
1655180691000,0.98691286,35.9826002
1655184492000,0.98691278,35.8522852
1655188293000,0.98691274,35.7071938
1655192101000,0.98691275,35.7187538
1655195900000,0.98691281,35.8618988
1655199699000,0.98691291,36.136996
1655235336000,0.98691296,36.3695375
1655242738000,0.98691322,37.2403312
1655250139000,0.9869131,36.7559588
1655257541000,0.98691282,35.9678061
1655264943000,0.98691252,35.1452021
1655272344000,0.98691229,34.4839828
1655279746000,0.98691237,34.6379344
1655287147000,0.9869126,35.2261984
1655294549000,0.98691294,36.2813383
1655301950000,0.98691326,37.1285695
1655309352000,0.98691363,undefined
1655309353000,undefined,38.1166135
1655316753000,0.98691381,38.671844
1655324155000,0.98691387,38.783462
1655331556000,0.98691361,38.2565246
1655338958000,0.98691341,37.507936
1655346351000,0.98691319,36.875911
1655353752000,0.98691297,36.2998067
1655361153000,0.98691277,35.8353965
1655368554000,0.98691268,35.4752512
1655375955000,0.98691275,35.7609357
1655383356000,0.98691309,36.6715133
1655390757000,0.98691347,37.6589571
1655398158000,0.98691371,38.4016262
1655405559000,0.98691373,38.4793854
1655409511000,0.98691368,38.189352
1655416913000,0.98691345,37.7427274
1655424314000,0.98691344,37.6521307
1655431716000,0.98691313,undefined
1655431717000,undefined,36.9310024
1655439118000,0.98691288,36.1495322
1655446519000,0.98691268,35.5769632
1655453921000,0.98691281,35.9594756
1655461322000,0.98691311,36.7755468
1655468724000,0.98691342,37.5882501
1655476125000,0.9869137,38.3758004
1655568930000,0.98691407,39.390192
1655576332000,0.98691524,42.4928967
1655583734000,0.98691532,42.7430791
1655591135000,0.98691481,41.4392433
1655598537000,0.98691402,39.2579331
1655605938000,0.9869137,38.2515746
1655613340000,0.98691327,37.1228639
1655620741000,0.98691302,36.512839
1655624327000,0.98691286,36.1318218
1655624903000,0.98691302,36.6541709
1655632305000,0.98691308,36.7710445
1655639706000,0.98691371,38.2815977
1655647108000,0.98691407,39.3440307
1655654510000,0.98691432,40.0839172
1655661911000,0.98691383,38.738497
1655669313000,0.98691363,undefined
1655669314000,undefined,38.0715003
1655676714000,0.98691357,37.96386
1655699097000,0.98691348,37.8427859
1655706499000,0.98691349,37.7196095
1655713901000,0.98691292,36.2104094
1655721302000,0.98691298,36.3680392
1655728704000,0.98691317,36.8368029
1655736105000,0.98691327,37.1836681
1655743507000,0.98691326,37.2388358
1655750908000,0.98691316,36.9170399
1655758310000,0.98691294,36.3946853
1655765711000,0.98691319,36.9305566
1655773113000,0.98691292,36.2718069
1655780514000,0.98691271,35.6346812
1655787916000,0.98691247,35.0486745
1655795317000,0.98691237,34.6681094
1655802719000,0.98691249,35.0625612
1655810112000,0.98691275,35.8289419
1655817513000,0.9869129,36.2366021
1655824914000,0.98691328,37.2237507
1655832315000,0.98691337,37.5561933
1655839716000,0.98691342,37.6301304
1655847117000,0.98691338,37.5232438
1655854518000,0.98691325,37.1906395
1655861919000,0.98691333,37.335965
1655869320000,0.98691321,36.9948116
1655889038000,0.98691303,36.6622842
1655896440000,0.98691299,36.5267196
1655903841000,0.98691336,37.508303
1655911243000,0.98691383,38.7827136
1655918645000,0.98691392,39.0648692
1655926046000,0.98691414,39.6987676
1655933448000,0.98691405,39.3762279
1655940849000,0.9869139,39.0126269
1655948251000,0.98691349,37.8920959
1655955652000,0.98691322,36.8883003
1655963054000,0.98691283,35.848685
1655970455000,0.98691279,35.863547
1655977857000,0.98691311,36.7155005
1655985258000,0.98691351,37.9703162
1655992660000,0.98691393,39.1321289
1656000053000,0.98691436,40.3066241
1656007454000,0.9869145,40.528508
1656014855000,0.98691462,40.9689799
1656022256000,0.98691443,40.4940541
1656029657000,0.98691426,39.9620096
1656037058000,0.98691388,38.8840473
1656044459000,0.98691368,38.3355677
1656051860000,0.9869136,37.9748961
1656059261000,0.98691383,38.5683406
1656064788000,0.9869143,40.1220471
1656072190000,0.98691446,40.6780358
1656079591000,0.98691433,40.14374
1656086993000,0.98691444,40.4339301
1656094394000,0.98691454,40.5735475
1656101796000,0.98691468,40.9365491
1656103516000,0.98691444,40.3744128
1656110919000,0.98691443,40.5619097
1656118320000,0.98691407,39.3555116
1656125721000,0.98691391,38.8619011
1656133123000,0.98691369,38.3183782
1656140524000,0.98691356,37.899313
1656147926000,0.98691347,37.5685854
1656192644000,0.98691373,38.561202
1656200046000,0.98691438,40.1634093
1656207448000,0.98691361,38.1509135
1656214849000,0.98691307,36.6209234
1656222251000,0.98691288,35.9675137
1656229652000,0.98691318,36.8259166
1656237054000,0.98691379,38.7041975
1656244455000,0.98691422,39.7903432
1656251857000,0.98691449,undefined
1656251858000,undefined,40.4942036
1656259258000,0.98691481,41.4891584
1656266660000,0.98691499,42.0320836
1656274061000,0.98691496,41.8670995
1656281463000,0.98691473,41.2644966
1656288864000,0.98691534,42.805532
1656296266000,0.98691428,40.0187631
1656303659000,0.98691392,38.999341
1656311060000,0.98691361,38.1886695
1656318461000,0.98691372,38.3272353
1656325862000,0.98691363,38.2948777
1656333263000,0.9869142,39.7596463
1656340664000,0.98691462,41.0337488
1656348065000,0.98691457,40.8237331
1656355466000,0.98691427,39.9123242
1656362867000,0.98691402,39.2842831
1656392248000,0.98691356,undefined
1656392249000,undefined,38.0547581
1656399650000,0.98691289,undefined
1656399651000,undefined,36.3552788
1656407052000,0.98691304,36.4890421
1656414454000,0.98691318,36.848439
1656421856000,0.98691353,37.854945
1656429257000,0.98691394,39.1449605
1656436659000,0.9869141,39.4978295
1656444060000,0.9869141,39.5414447
1656451462000,0.98691426,39.8136957
1656458863000,0.98691356,38.1015206
1656466265000,0.98691338,37.4501336
1656473666000,0.98691306,36.680818
1656481068000,0.98691285,36.0575051
1656488469000,0.98691285,35.91587
1656495871000,0.98691314,36.8734357
1656503263000,0.98691358,undefined
1656503264000,undefined,37.980146
1656510665000,0.9869139,38.9648856
1656518065000,0.98691403,undefined
1656518066000,undefined,39.2544083
1656525466000,0.98691421,undefined
1656525467000,undefined,39.7699306
1656532867000,0.98691427,undefined
1656532868000,undefined,39.9328182
1656540268000,0.98691383,undefined
1656540269000,undefined,38.6930914
1656547669000,0.98691341,undefined
1656547670000,undefined,37.460343
1656555071000,0.98691345,37.5849471
1656562471000,0.98691326,undefined
1656562472000,undefined,37.058389
1656623676000,0.9869131,36.6042652
1656631078000,0.98691424,40.1197906
1656638479000,0.98691447,40.5743023
1656645881000,0.98691409,39.4994047
1656653283000,0.98691391,38.9622696
1656660684000,0.98691366,38.3271574
1656668086000,0.98691324,37.1937911
1656675488000,0.98691323,37.0159738
1656682889000,0.98691303,36.610115
1656690290000,0.9869132,37.0179305
1656697692000,0.98691326,37.0851834
1656705093000,0.98691336,37.3831826
1656712495000,0.98691319,36.9658372
1656719896000,0.98691274,35.8899693
1656727298000,0.98691278,35.7358694
1656734691000,0.98691252,35.0736706
1656742092000,0.98691226,34.3909038
1656749493000,0.98691231,34.5608417
1656756894000,0.98691267,35.5175138
1656764295000,0.986913,36.602907
1656771696000,0.98691338,37.6220264
1656779097000,0.98691374,38.7451809
1656786498000,0.98691398,39.2340588
1656793899000,0.98691405,39.379912
1656824353000,0.98691376,38.6197536
1656831755000,0.98691284,36.2089024
1656839156000,0.98691319,36.9937547
1656846558000,0.98691365,38.3452477
1656853960000,0.98691415,39.7568703
1656861361000,0.98691455,40.8099128
1656868763000,0.98691475,41.3745399
1656876164000,0.9869148,41.5701449
1656883566000,0.98691443,40.4919576
1656890967000,0.98691366,38.3085408
1656898369000,0.98691372,38.4537901
1656905770000,0.98691357,37.9319615
1656913172000,0.98691326,37.2370319
1656920573000,0.98691293,36.2420079
1656927975000,0.98691322,36.98813
1656935368000,0.98691354,38.053182
1656942769000,0.98691392,38.9672133
1656950170000,0.98691406,39.4168359
1656957571000,0.98691412,39.5834057
1656964972000,0.98691417,39.658836
1656972373000,0.98691398,39.1324272
1656979774000,0.98691345,37.7543622
1656987175000,0.9869134,37.596956
1656994576000,0.98691316,36.9502201
1657049968000,0.98691288,36.1866905
1657057370000,0.98691316,37.1423742
1657064771000,0.98691352,38.0253363
1657072173000,0.98691331,37.4156031
1657079575000,0.98691314,37.0456211
1657086976000,0.98691309,36.6666354
1657110207000,0.98691278,35.9694547
1657117609000,0.9869132,37.3678657
1657124773000,0.98691326,undefined
1657124774000,undefined,37.4602632
1657132176000,0.98691315,37.1654206
1657139577000,0.98691327,37.2837958
1657146979000,0.98691323,37.2258493
1657154381000,0.98691309,36.7901905
1657161782000,0.9869129,36.2820911
1657169184000,0.98691274,35.888764
1657176585000,0.98691271,35.6489391
1657183987000,0.98691265,35.5261437
1657191388000,0.98691278,35.9262948
1657198790000,0.986913,36.5293455
1657206191000,0.98691336,37.5454645
1657213593000,0.98691325,37.2064072
1657220994000,0.98691312,36.9440661
1657228396000,0.98691309,36.8586453
1657235788000,0.98691321,undefined
1657235789000,undefined,37.0848817
1657243190000,0.98691315,36.9877482
1657250590000,0.98691304,undefined
1657250591000,undefined,36.6965084
1657257991000,0.98691294,undefined
1657257992000,undefined,36.4531536
1657265393000,0.98691298,36.4048904
1657272793000,0.98691305,undefined
1657272794000,undefined,36.6824716
1657280194000,0.98691317,undefined
1657280195000,undefined,37.0428479
1657287596000,0.98691337,37.5911041
1657294996000,0.98691345,undefined
1657294997000,undefined,37.8099841
1657347947000,0.98691324,37.2168389
1657355349000,0.98691269,35.8645198
1657362750000,0.98691294,36.4074427
1657370152000,0.98691315,36.9599753
1657377554000,0.9869134,37.7014386
1657384955000,0.98691352,38.010772
1657392357000,0.98691323,37.2224707
1657399758000,0.98691286,36.279162
1657407160000,0.9869132,37.2006255
1657414561000,0.98691322,37.132774
1657421963000,0.98691306,36.8526374
1657429364000,0.98691302,36.5785849
1657436766000,0.98691294,36.4569156
1657444167000,0.98691262,35.5653955
1657451569000,0.98691263,35.6056323
1657458962000,0.98691281,36.0014386
1657489438000,0.98691287,36.2035753
1657496840000,0.98691305,36.8638213
1657504242000,0.98691309,36.9481111
1657511643000,0.98691308,36.7262316
1657519045000,0.98691303,36.5535943
1657526446000,0.98691262,35.4946117
1657531318000,0.98691252,35.1954223
1657538720000,0.98691285,36.1602606
1657579430000,0.98691301,36.6823986
1657586832000,0.98691335,37.3513584
1657594234000,0.9869132,37.2023471
1657601635000,0.98691313,36.8938482
1657609037000,0.98691302,36.6634819
1657616438000,0.98691298,36.4228351
1657623840000,0.98691318,undefined
1657623841000,undefined,37.1781061
1657631241000,0.98691351,undefined
1657631242000,undefined,37.9692608
1657638643000,0.98691378,38.6961626
1657646044000,0.98691395,39.1675599
1657653446000,0.98691444,undefined
1657653447000,undefined,40.5125945
1657660847000,0.98691412,39.6794067
1657668249000,0.98691354,undefined
1657668250000,undefined,38.0561795
1657675650000,0.98691299,undefined
1657675651000,undefined,36.5704061
1657683052000,0.98691289,undefined
1657683053000,undefined,36.1897642
1657690445000,0.98691283,36.1425517
1657697846000,0.98691321,37.1306651
1657705248000,0.98691359,38.1094034
1657712648000,0.9869138,38.7732552
1657720049000,0.98691404,39.4759063
1657727450000,0.98691451,40.6800599
1657734851000,0.98691489,41.8721227
1657742252000,0.98691493,41.8264145
1657748312000,0.98691432,40.2727693
1657755714000,0.98691407,39.5716126
1657763115000,0.98691374,38.5508436
1657770517000,0.98691342,37.8292689
1657777919000,0.98691315,36.9887317
1657785320000,0.98691296,36.410069
1657792722000,0.98691286,36.2407325
1657800123000,0.9869131,36.8505339
1657807525000,0.98691342,37.756237
1657814926000,0.98691343,37.9040329
1657865375000,0.98691345,37.8306998
1657872777000,0.98691312,37.0842714
1657880179000,0.98691325,37.3694397
1657887580000,0.98691347,37.9498934
1657914356000,0.98691331,37.4508093
1657921758000,0.98691308,37.1274384
1657929160000,0.98691316,37.0017831
1657936561000,0.98691305,36.6649083
1657943963000,0.98691295,36.4135989
1657951364000,0.98691295,36.2927518
1657958766000,0.98691278,35.9683339
1657973558000,0.98691306,36.7247301
1657980960000,0.98691351,37.9745198
1658006279000,0.98691356,38.2130628
1658013681000,0.9869129,36.4879051
1658021083000,0.98691308,36.8203656
1658028484000,0.98691303,36.6088411
1658033915000,0.9869129,36.3080632
1658042992000,0.98691255,35.6352045
1658046503000,0.98691251,35.6757267
1658053905000,0.98691248,35.2324988
1658061307000,0.98691285,36.1276899
1658068708000,0.98691303,36.7721723
1658076110000,0.98691345,37.9257222
1658083511000,0.98691355,38.154137
1658090913000,0.98691353,38.0546808
1658098314000,0.98691349,37.9627284
1658105716000,0.98691326,37.2511448
1658113117000,0.98691297,36.4971483
1658120519000,0.98691271,35.7654399
1658127920000,0.98691258,35.566674
