"Time","CAL? 72 3458A","CAL? 175 3458A"
1658172320000,0.99159978,37.3929266
1658179721000,0.99159976,37.9590879
1658187122000,0.9915997,36.765522
1658194523000,0.99159954,34.0391692
1658201924000,0.99159944,32.2002662
1658209325000,0.99159938,30.4747834
1658216726000,0.99159948,31.2149363
1658352241000,0.99159964,33.8324602
1658359643000,0.99159983,39.0745865
1658367043000,0.99159956,37.6285239
1658374446000,0.99159962,37.1849949
1658381845000,0.99159965,36.6670326
1658389249000,0.99159975,36.1458944
1658396647000,0.99159966,35.2619246
1658404052000,0.99159979,35.4350084
1658411449000,0.99159989,37.2025033
1658418855000,0.99159988,37.4699314
1658426251000,0.99159985,37.5443742
1658433658000,0.99159976,37.3357657
1658441053000,0.99159978,37.2366647
1658448461000,0.99159983,36.983939
1658455855000,0.99159974,36.3985468
1658463256000,0.99159979,36.0620328
1658470657000,0.99159973,35.2205991
1658478058000,0.99159966,33.0002274
1658485459000,0.99159977,33.9848827
1658492860000,0.99159975,34.066705
1658500261000,0.9915997,34.3066875
1658507662000,0.9915999,34.5769931
1658515063000,0.99159982,34.9352194
1658522464000,0.99159994,34.6516536
1658696728000,0.99160004,35.0293542
1658704130000,0.99160002,37.2956453
1658711530000,0.99159982,36.3996767
1658718933000,0.99159982,35.6683591
1658726332000,0.99159985,34.5042095
1658733736000,0.99159988,34.1076684
1658741134000,0.99159985,36.0935624
1658748539000,0.9916,37.0897616
1658755936000,0.99159997,37.9375246
1658763342000,0.99160008,38.4835591
1658770738000,0.99160012,39.6513973
1658778145000,0.9916001,39.0102001
1658785540000,0.99160006,38.0417609
1658792948000,0.99160008,37.8606805
1658800342000,0.99159998,36.7439714
1658807743000,0.9915999,36.339119
1658815144000,0.99159997,35.942581
1658822545000,0.99159999,35.146928
1658829946000,0.99159993,35.8643674
1658837347000,0.99159989,35.2328981
1658844748000,0.99159992,35.3046922
1658852149000,0.99160002,35.1697049
1658859550000,0.99160008,34.8377126
1659357724000,0.99159999,34.6876301
1659474801000,0.9916005,33.8332418
1659482203000,0.99160076,36.6561365
1659489603000,0.99160068,35.3434124
1659497006000,0.99160067,33.7910135
1659515068000,0.99160055,32.7283778
1659522470000,0.99160074,35.594558
1659529870000,0.99160068,36.4519771
1659561350000,0.99160075,37.358573
1659568752000,0.99160095,38.887604
1659576152000,0.99160067,36.2089059
1659583555000,0.99160069,34.7146553
1659590954000,0.99160059,33.3855681
1659598358000,0.99160058,34.0119133
1659605756000,0.99160074,36.7320026
1659613161000,0.99160071,37.813193
1659620558000,0.99160085,38.7338242
1659627964000,0.99160086,39.5613019
1659635360000,0.99160097,41.901903
1659642767000,0.99160084,40.1927715
1659650162000,0.99160092,39.0971121
1659657570000,0.99160068,37.4698923
1659664964000,0.99160067,36.6556783
1659672365000,0.99160057,36.428973
1659679766000,0.9916007,36.1899769
1659687167000,0.99160061,33.8082101
1659694568000,0.9916008,37.0894858
1659701969000,0.99160055,32.6893119
1659709370000,0.99160061,35.2599247
1659716771000,0.99160083,35.2281793
1659724172000,0.99160072,34.3852328
1659731573000,0.99160073,33.4111377
1663398245000,0.99160166,34.4787075
1663400791000,0.99160186,32.233678
1663408193000,0.99160183,32.1634672
1663415593000,0.99160187,32.5439459
1663422996000,0.99160194,32.6885285
1663430395000,0.99160194,32.4342949
1663437799000,0.99160194,32.319956
1663445197000,0.99160202,32.1122594
1663452602000,0.99160243,31.5909894
1663459999000,0.99160244,31.9937178
1663467405000,0.99160245,31.4750705
1663474801000,0.99160241,31.162764
1663482208000,0.99160233,30.863433
1663489603000,0.99160244,31.1736263
1663497011000,0.99160246,31.4664014
1663504405000,0.99160247,31.9035196
1663511806000,0.99160255,32.0628806
1663519207000,0.99160256,31.8018635
1663526608000,0.99160255,31.4028257
1663534009000,0.99160256,31.756232
1663541410000,0.99160252,31.3996549
1663880709000,0.99160271,31.2089276
1663882332000,0.9916028,31.5327777
1663900633000,0.99160271,30.9252803
1663918934000,0.99160279,31.3728902
1663984957000,0.9916028,31.9337035
1664071658000,0.99160287,31.0714474
1664158359000,0.99160254,30.7975165
1664245060000,0.99160252,30.733417
1664331761000,0.99160273,30.7874977
1664418462000,0.99160265,29.6536644
1664504564000,0.99160262,29.9928884
1664591265000,0.99160267,30.1912419
1664677966000,0.99160266,30.0207187
1664764667000,0.99160272,30.1691434
1664851368000,0.99160266,30.4698379
1664938069000,0.99160279,31.1349484
1665024770000,0.991603,31.4047246
1665278634000,0.99160309,30.3679567
1665365335000,0.99160315,30.1560332
1665452036000,0.99160323,31.0691238
1665538737000,0.99160333,30.0352206
1665625773000,0.99160378,30.2275471
1665712474000,0.99160383,30.6535128
1665799175000,0.99160385,30.964987
1665887720000,0.99160402,30.5274237
1665973051000,0.99160399,31.0737433
1666059752000,0.99160402,31.9749135
1666148793000,0.99160407,31.2106303
1666235494000,0.99160414,29.7185636
1666408896000,0.99160493,30.0855008
1666495597000,0.99160495,30.0014073
1666582298000,0.99160507,30.2959154
1666668999000,0.99160504,29.9583468
1666842154000,0.99160513,30.1064689
1666928855000,0.99160537,30.9096051
1667015556000,0.9916055,32.1067205
1667188958000,0.99160558,31.5548877
1667275659000,0.99160564,31.1828522
1667362360000,0.99160569,30.577849
1667615430000,0.99160581,29.7149232
1667702131000,0.99160583,30.2565736
1667788832000,0.99160608,30.6401589
1667875533000,0.9916061,30.9461276
1667962234000,0.99160623,30.8518599
1668047091000,0.99160638,30.6748589
1668133792000,0.99160635,29.8408091
1668220493000,0.99160634,undefined
1668220494000,undefined,30.7279547
1668307194000,0.99160649,30.7764501
1668393208000,0.99160647,31.2469864
1668479909000,0.99160663,30.8671118
1668566610000,0.99160673,31.4102741
1668653311000,0.99160673,30.7346792
1669083762000,0.99160694,30.1430273
1669172496000,0.99160713,30.199825
1669345898000,0.9916072,29.5341083
1669605001000,0.99160714,29.2131295
1669695382000,0.99160729,29.6525198
1669779085000,0.99160738,30.0508767
1669864816000,0.9916074,29.3082382
1669950078000,0.99160754,undefined
1669950079000,undefined,30.1609173
1670034367000,0.99160758,31.4425057
1670126235000,0.99160748,undefined
1670126236000,undefined,31.0270936
1670211824000,0.99160757,31.1406766
1670299736000,0.99160769,31.5996802
1670387003000,0.99160775,31.409625
1670473704000,0.99160796,31.8659099
1670556608000,0.99160785,30.3475898
1670644419000,0.99160791,30.4939765
1670729064000,0.99160803,30.4524269
1670812905000,0.99160799,30.2331059
1670986307000,0.99160816,30.7873617
1671028922000,0.99160822,32.370319
1671052975000,0.99160815,32.1667669
1671092792000,0.99160817,31.7926889
1671094218000,0.99160803,31.9985792
1671116020000,0.99160827,32.3139107
1671118347000,0.99160827,32.3828386
1671137488000,0.99160818,32.0714303
1671180194000,0.99160833,32.5517767
1671205232000,0.99160835,32.2098318
1671322061000,0.99160846,32.7253197
1671356181000,0.99160834,undefined
1671356182000,undefined,32.2240084
1671406792244,0.991608308,undefined
1671406792307,undefined,32.7904796
1671407249267,0.991608283,undefined
1671407249330,undefined,32.7599324
1671408614803,0.991608235,undefined
1671408614869,undefined,32.6575819
1671462488298,0.991608488,undefined
1671462488379,undefined,32.3284747
1671462961162,0.991608409,undefined
1671462961232,undefined,32.2987533
1671466573722,0.991608355,undefined
1671466573789,undefined,32.1129224
1671491901216,0.991608315,undefined
1671491906821,undefined,31.9931542
1671528677111,0.991608401,undefined
1671528677670,undefined,31.7073277
1671559933441,0.991608387,undefined
1671559933995,undefined,31.3794785
1671561694494,0.991608307,undefined
1671561695048,undefined,31.4690733
1671567612756,0.991608315,undefined
1671567613308,undefined,32.0467761
1671611202232,0.991608424,undefined
1671611202785,undefined,31.935692
1671708089098,0.991608474,undefined
1671708089643,undefined,31.588841
1671783869162,0.991608597,undefined
1671783869699,undefined,30.702833
1671880369343,0.9916087,undefined
1671880369884,undefined,31.8797348
1671959817774,0.991608693,undefined
1671959818315,undefined,31.623916
1672996655750,0.991608927,undefined
1672996656291,undefined,31.8992062
1673081899707,0.99160887,undefined
1673081900256,undefined,31.3291909
1673090613501,0.991609028,undefined
1673090614047,undefined,31.6297399
1673169078528,0.991609104,undefined
1673169079066,undefined,32.1924379
1673252884793,0.99160903,undefined
1673252885329,undefined,30.7431906
1673338051470,0.991609106,undefined
1673338052014,undefined,30.8900367
1673481407275,0.991609217,undefined
1673481407823,undefined,30.964551
1673599116010,0.991609298,undefined
1673599116587,undefined,31.1711292
1673695013177,0.991609387,undefined
1673695013721,undefined,31.8944711
1673719758298,0.991609295,undefined
1673719758839,undefined,31.4253647
1674253362083,0.99160933,undefined
1674253362633,undefined,31.6044857
1674576867165,0.991609486,undefined
1674576867735,undefined,30.5364122
1674765333457,0.991609582,undefined
1674765334022,undefined,31.4750731
1675162049139,0.99160975,undefined
1675162049694,undefined,31.165791
1675414509424,0.991609879,undefined
1675414509997,undefined,31.6481664
1675590215359,0.991609999,undefined
1675590215928,undefined,31.8246524
1675852157488,0.991610102,undefined
1675852158044,undefined,31.2084078
1676188576159,0.991610116,undefined
1676188576716,undefined,31.4124158
1676298354752,0.991610299,undefined
1676298355385,undefined,32.0503097
1676576388607,0.991610339,undefined
1676576389170,undefined,32.0263292
1676920777961,0.991610391,undefined
1676920778528,undefined,31.2285566
1677227399544,0.991610687,undefined
1677227400107,undefined,31.9357604
1677227424784,0.991610687,undefined
1677227425350,undefined,31.9357604
1677529797496,0.991610766,undefined
1677529798065,undefined,31.5425327
1677762650704,0.991610813,undefined
1677762651314,undefined,31.5319778
1677878369684,0.991610923,undefined
1677878370255,undefined,31.8322223
1678007492354,0.991610855,undefined
1678007492921,undefined,32.3317163
1678178162008,0.991610824,undefined
1678178162591,undefined,32.6633304
1678378968769,0.991611064,undefined
1678378969333,undefined,32.7055757
1678715673875,0.991611349,undefined
1678715674465,undefined,32.3641639
1678715745458,0.991611349,undefined
1678715746017,undefined,32.3641639
1679044028183,0.991611418,undefined
1679044028753,undefined,32.6463071
1679044056009,0.991611418,undefined
1679044056572,undefined,32.6463071
1679395155144,0.991611646,undefined
1679395155734,undefined,32.859892
1679594488973,0.991611682,undefined
1679594489540,undefined,32.3866483
1679846439848,0.99161182,undefined
1679846440411,undefined,33.4643837
1680030657303,0.991611794,undefined
1680030657872,undefined,32.7405912
1680206607868,0.991612008,undefined
1680206608431,undefined,35.0809844
1680206634751,0.991612008,undefined
1680206635317,undefined,35.0809844
1680816644360,0.991612168,undefined
1680816644929,undefined,34.9601711
1681062328420,0.991611876,undefined
1681062328993,undefined,35.1370159
1681330942882,0.991611887,undefined
1681330943454,undefined,35.203991
1681594072774,0.991612035,undefined
1681594073333,undefined,34.4527487
1681594095302,0.991612035,undefined
1681594095870,undefined,34.4527487
1681763372414,0.99161206,undefined
1681763373008,undefined,34.4585562
1682197181087,0.991612287,undefined
1682197181656,undefined,34.9842346
1682629182838,0.99161237,undefined
1682629183418,undefined,33.9601278
1682928251408,0.99161264,undefined
1682928251998,undefined,34.6720916
1683274490351,0.991612654,undefined
1683274490917,undefined,34.6997651
1683275055100,0.991612701,undefined
1683275055668,undefined,34.7223179
1683363988281,0.991612725,undefined
1683363988852,undefined,34.58332
1683450536141,0.991612646,undefined
1683450536709,undefined,34.4358787
1683496096794,0.991612649,undefined
1683496097357,undefined,34.5465895
1683535231661,0.991612526,undefined
1683535232250,undefined,34.1068975
1683581352811,0.991612576,undefined
1683581353371,undefined,34.4816517
1683621443679,0.991612577,undefined
1683621444246,undefined,34.0679072
1683666969746,0.991612609,undefined
1683666970311,undefined,35.2600489
1683752216063,0.991612654,undefined
1683752216628,undefined,34.7619905
1683801196775,0.991612503,undefined
1683801197345,undefined,34.6812885
1683835497725,0.991612504,undefined
1683835498293,undefined,34.7148476
1683876332529,0.991612507,undefined
1683876333094,undefined,34.8095683
1683928453730,0.991612514,undefined
1683928454299,undefined,35.2627583
1683962067868,0.99161246,undefined
1683962068440,undefined,35.0633546
1684016630622,0.991612553,undefined
1684016631195,undefined,35.6198696
1684077885709,0.991612486,undefined
1684077886274,undefined,35.408997
1684152744032,0.991612472,undefined
1684152744621,undefined,35.1780651
1684236827105,0.991612435,undefined
1684236827769,undefined,34.207807
1684267720102,0.991609225,undefined
1684267720663,undefined,35.1401651
1684330053049,0.991609181,undefined
1684330053718,undefined,34.3175008
1684362498765,0.991609174,undefined
1684362499332,undefined,35.0074264
1684449967611,0.991608976,undefined
1684449968184,undefined,34.9400001
1684533196293,0.9916091,undefined
1684533196859,undefined,34.8227218
1684662479569,0.991609176,undefined
1684662480138,undefined,35.3499026
1684763201337,0.991609216,undefined
1684763201941,undefined,33.9551165
1684863432685,0.991609093,undefined
1684863433255,undefined,34.1395083
1685050044810,0.991609389,undefined
1685050045382,undefined,33.7085087
1685345902470,0.991609857,undefined
1685345903059,undefined,33.5121349
1685368338648,0.991609818,undefined
1685368339219,undefined,34.1927072
1685450314413,0.991609337,undefined
1685450314983,undefined,36.9125789
1685529657008,0.99160933,undefined
1685529657579,undefined,37.2157635
1685610404174,0.991609411,undefined
1685610404858,undefined,38.2539695
1685707417752,0.991609232,undefined
1685707418320,undefined,37.8488915
1685795675830,0.991609386,undefined
1685795676399,undefined,38.0338988
1685880243183,0.991609373,undefined
1685880243753,undefined,37.8185789
1685965643995,0.9916094,undefined
1685965644570,undefined,37.9352561
1686085775716,0.991609635,undefined
1686085776286,undefined,40.7319279
1686217782851,0.991609403,undefined
1686217783419,undefined,38.1492875
1686342591897,0.99160971,undefined
1686342592468,undefined,39.1088447
1686427476333,0.99160987,undefined
1686427476897,undefined,38.0642399
1686484445513,0.991609879,undefined
1686484446140,undefined,37.4536446
1686724521949,0.991610098,undefined
1686724522538,undefined,36.7994006
1686993045807,0.991610322,undefined
1686993046382,undefined,38.247597
1687152162445,0.991610384,undefined
1687152163039,undefined,37.6834677
1687348750651,0.99161029,undefined
1687348751221,undefined,37.4294518
1687672761645,0.991610409,undefined
1687672762211,undefined,38.0782064
1687778926383,0.991610428,undefined
1687778926967,undefined,37.9008253
1687862666473,0.991610538,undefined
1687862667043,undefined,37.8070872
1688471852263,0.991611023,undefined
1688471852850,undefined,39.1311532
1689498018098,0.991612412,undefined
1689498018706,undefined,36.0026913
1689518348946,0.991612425,undefined
1689518349554,undefined,35.6798242
1689686549858,0.99161246,undefined
1689686550474,undefined,36.6077745
1689693684118,0.991612464,undefined
1689693684730,undefined,35.8246998
1689796361455,0.991612393,undefined
1689796362062,undefined,36.174647
1689835522066,0.991612424,undefined
1689835522682,undefined,35.8695783
1689891439922,0.991612418,undefined
1689891440606,undefined,35.4332028
1689922771846,0.991612369,undefined
1689922772454,undefined,35.9164098
1689968628190,0.991612388,undefined
1689968628798,undefined,36.1904829
1690019956882,0.991612457,undefined
1690019957490,undefined,35.8898633
1690101893878,0.991612558,undefined
1690101894482,undefined,35.9467353
1690181091927,0.991612674,undefined
1690181092559,undefined,37.0736413
1690273027543,0.991612731,undefined
1690273028155,undefined,35.9184628
1690319336243,0.991612778,undefined
1690319336855,undefined,36.4838773
1690471554247,0.991612749,undefined
1690471554859,undefined,36.4234599
1690529843486,0.991612801,undefined
1690529844134,undefined,36.0673353
1690609200406,0.991612877,undefined
1690609201006,undefined,36.3974459
1690700572142,0.991612923,undefined
1690700572750,undefined,36.3044607
1690821595082,0.99161295,undefined
1690821595710,undefined,36.3649465
1690894409582,0.991612876,undefined
1690894410194,undefined,35.9670322
1691043988199,0.991613073,undefined
1691043988815,undefined,36.2595123
1691267471359,0.991613238,undefined
1691267472079,undefined,36.6870708
1691351186367,0.991613241,undefined
1691351186999,undefined,36.1423237
1691592065422,0.991613235,undefined
1691592066070,undefined,36.2290492
1691664228648,0.991613368,undefined
1691664229260,undefined,36.120074
1691739191560,0.991613344,undefined
1691739192168,undefined,36.1485847
1691845479166,0.991613344,undefined
1691845479782,undefined,35.9669015
1692108319977,0.991613496,undefined
1692108320614,undefined,35.3789427
1692200042442,0.991613603,undefined
1692200043049,undefined,35.7715769
1692292168337,0.991613507,undefined
1692292168985,undefined,36.0141969
1692339136889,0.991613671,undefined
1692339137498,undefined,36.4040409
1692633091183,0.991613774,undefined
1692633091815,undefined,35.8258793
1692637600334,0.991613785,undefined
1692637600943,undefined,35.8853911
1692872781509,0.991614013,undefined
1692872782121,undefined,36.3898724
1692957236031,0.991614095,undefined
1692957236991,undefined,35.5936083
1693130086391,0.991614151,undefined
1693130087012,undefined,36.0781713
1693206947963,0.991614279,undefined
1693206948596,undefined,36.6002973
1693314109504,0.991614316,undefined
1693314110115,undefined,36.4672641
1693746644533,0.991614387,undefined
1693746645106,undefined,34.7572226
1693841405125,0.991614324,undefined
1693841405714,undefined,34.6860992
1693935873424,0.991614125,undefined
1693935874196,undefined,34.8719967
1693990223850,0.991614143,undefined
1693990224425,undefined,35.05836
1694106544997,0.991614271,undefined
1694106545565,undefined,34.7021584
1694160466948,0.991614381,undefined
1694160467518,undefined,35.5038661
1694342925177,0.991614499,undefined
1694342925745,undefined,34.8732192
1694509932589,0.991614555,undefined
1694509933174,undefined,36.6335683
1694627567658,0.991615184,undefined
1694627568263,undefined,35.5745642
1694686361061,0.991618677,undefined
1694686361627,undefined,35.4600532
1694786554962,0.991620402,undefined
1694786555573,undefined,36.0099936
1694861633631,0.991620403,undefined
1694861634192,undefined,36.3702763
1694941121972,0.991620448,undefined
1694941122525,undefined,36.2969695
1695106626820,0.991620761,undefined
1695106627406,undefined,36.2117516
1695245237618,0.991620811,undefined
1695245238182,undefined,35.6795232
1695316304298,0.991620879,undefined
1695316305026,undefined,35.9079725
1695494218789,0.991620721,undefined
1695494219356,undefined,35.90977
1695571903844,0.991620914,undefined
1695571904407,undefined,36.1892097
1695657020907,0.991621096,undefined
1695657021498,undefined,36.0729216
1695744217796,0.991621431,undefined
1695744218360,undefined,36.2454132
1695819019557,0.991621553,undefined
1695819020124,undefined,36.0618498
1695980553496,0.99162166,undefined
1695980554063,undefined,35.7383075
1696176213529,0.9916219,undefined
1696176214100,undefined,36.5140787
1696280568881,0.991622019,undefined
1696280569466,undefined,36.814549
1696356410849,0.991622118,undefined
1696356411426,undefined,36.8597325
1696950826669,0.991622704,undefined
1696950827257,undefined,34.2003147
1697028358286,0.991622726,undefined
1697028358856,undefined,34.5400791
1697211695807,0.991622668,undefined
1697211696379,undefined,35.292087
1697228048238,0.991622668,undefined
1697228048807,undefined,46.7369076
1697231867246,0.991622598,undefined
1697231867809,undefined,51.9185274
1697264895424,0.991622639,undefined
1697264895997,undefined,55.6051086
1697284993351,0.991622798,undefined
1697284993916,undefined,55.2509382
1697308013363,0.991622645,undefined
1697308013918,undefined,54.5246465
1697321666878,0.991622827,undefined
1697321667446,undefined,54.4384463
1697373946959,0.991623142,undefined
1697373947525,undefined,53.6995787
1697401315475,0.991623083,undefined
1697401316042,undefined,53.3758769
1697449931428,0.991623282,undefined
1697449932015,undefined,53.8222268
1697488867849,0.991623258,undefined
1697488868414,undefined,53.3378051
1697656473918,0.991623828,undefined
1697656474489,undefined,52.9497183
1697896192082,0.991624144,undefined
1697896192655,undefined,54.0089305
1698068658387,0.991624739,undefined
1698068658976,undefined,52.9870358
1698391147895,0.991624377,undefined
1698391148464,undefined,53.1265416
1698615717266,0.991620834,undefined
1698615717832,undefined,53.3485344
1698946762988,0.991619659,undefined
1698946763578,undefined,53.2802893
1699196635114,0.991619981,undefined
1699196635676,undefined,52.6586253
1699292937669,0.991620133,undefined
1699292938253,undefined,52.1604808
1699604776840,0.991620507,undefined
1699604777406,undefined,52.7223719
1699740094054,0.991620825,undefined
1699740094623,undefined,53.7510449
1699979409296,0.99162189,undefined
1699979409881,undefined,52.664081
1700383920596,0.991622295,undefined
1700383921166,undefined,53.7039106
1700776312694,0.991622878,undefined
1700776313498,undefined,54.044839
1701689897679,0.991623882,undefined
1701689898267,undefined,53.7328827
1701979878231,0.99162432,undefined
1701979878801,undefined,27.9517934
1702036007605,0.99162465,undefined
1702036008262,undefined,32.7881507
1702158710983,0.991624714,undefined
1702158711554,undefined,33.0280656
1702416531192,0.99162488,undefined
1702416531784,undefined,33.1663155
1702660645054,0.991624807,undefined
1702660645623,undefined,32.4265151
1702907046042,0.991624914,undefined
1702907046637,undefined,32.8521957
1703173859178,0.991624731,undefined
1703173859750,undefined,32.7024763
1703454395878,0.991624475,undefined
1703454396452,undefined,32.4354093
1703925569060,0.9916245,undefined
1703925569657,undefined,30.9934608
1704286738468,0.99162437,undefined
1704286739089,undefined,31.9971346
1704961369123,0.991624517,undefined
1704961369759,undefined,31.5005812
1705395580718,0.991624666,undefined
1705395581351,undefined,32.5096984
1705664976340,0.991624614,undefined
1705664976938,undefined,32.1351645
1706095539567,0.991624588,undefined
1706095540225,undefined,32.9200601
1706374175289,0.991624585,undefined
1706374175863,undefined,32.6576683
1706803128179,0.991624332,undefined
1706803128772,undefined,33.4531085
1707301420468,0.991624442,undefined
1707301421304,undefined,32.7309775
1707332670783,0.991624662,undefined
1707332671444,undefined,31.7368817
1707381528876,0.991624862,undefined
1707381529685,undefined,33.77638
1707473009003,0.99162512,undefined
1707473009637,undefined,33.5484712
1707582586724,0.991625144,undefined
1707582587463,undefined,34.2271763
1707774910598,0.99162531,undefined
1707774911188,undefined,34.4194995
1707904328688,0.991625281,undefined
1707904329257,undefined,33.1381244
1708082917152,0.991625289,undefined
1708082917720,undefined,33.7691539
1708610026301,0.991625448,undefined
1708610026889,undefined,33.7539293
1709041121843,0.991625423,undefined
1709041122427,undefined,32.8536421
1709419133928,0.991625353,undefined
1709419134492,undefined,34.0948209
1709740099729,0.991625332,undefined
1709740100315,undefined,33.0754518
1710087096192,0.991625399,undefined
1710087096748,undefined,34.5495238
1710265482248,0.991625697,undefined
1710265482828,undefined,34.8842477
