Set_Voltage (V),3458B,3458P,3458H,3458A_MY45,3458A_US28,3458A_MY59,3458A_2823,tmp119
-10.356126692784594,-10.356235987,-10.356144015000002,-10.356181931000002,-10.356128211000001,-10.356512462999998,-10.356150063,-10.35619522,22.2344
-9.303495113837226,-9.303594734699999,-9.303509801,-9.303545441199999,-9.3034974078,-9.303843111599999,-9.3035167877,-9.303557877300001,22.2109
-8.250863534889858,-8.2509547561,-8.2508776167,-8.250909933900001,-8.250866848900001,-8.251174689199999,-8.2508840576,-8.2509207548,22.2344
-7.198231955942489,-7.1983136417,-7.1982440971,-7.198273058500001,-7.198234617000001,-7.1985043837,-7.198249799899999,-7.1982834723,22.2266
-6.145600376995121,-6.145672491800001,-6.145611065200001,-6.1456369899,-6.1456032409,-6.1458348471,-6.1456171198,-6.145646106099999,22.2188
-5.092968798047753,-5.093032356499999,-5.0929782471,-5.0930014976,-5.0929730315,-5.0931659217,-5.0929841853,-5.0930093039,22.2266
-4.040337219100383,-4.0403905117,-4.0403440603,-4.0403641797,-4.0403407348,-4.0404951141000005,-4.0403499909,-4.040370498,22.2266
-2.9877056401530155,-2.9877499379000003,-2.9877116461000006,-2.9877284309,-2.9877105313,-2.9878266728,-2.9877175809999996,-2.9877338380999996,22.2344
-1.9350740612056474,-1.9351085507,-1.9350782395000001,-1.9350916030000003,-1.9350790001,-1.9351568366999998,-1.9350835949,-1.9350960327999998,22.2422
-0.8824424822582793,-0.88246789631,-0.88244617943,-0.8824561872500001,-0.88244841465,-0.8824882748499999,-0.8824507591,-0.88245906157,22.2813
0.17018909668908888,0.17017493948,0.17018911100999998,0.17018183082000002,0.17018437471000003,0.17018309238,0.17018446353000002,0.17017989689,22.2969
1.222820675636457,1.2228168368,1.2228231998,1.2228185033,1.2228163806999999,1.2228535827,1.2228183496,1.2228181284,22.2891
2.275452254583827,2.2754562965000003,2.2754545146000003,2.2754540123000004,2.2754464898,2.2755217624,2.2754508816,2.2754549042,22.2891
3.328083833531195,3.3280977718,3.328087993,3.3280904464,3.3280774354000005,3.3281917771,3.3280850480000006,3.3280925201000002,22.2891
4.380715412478564,4.3807386049,4.3807203313,4.3807263905000005,4.380707661000001,4.3808603957,4.3807178328,4.3807291829,22.2891
5.433346991425932,5.4333808017,5.433354179800001,5.4333632997,5.433339492999999,5.4335309588000005,5.433352119499999,5.4333674496,22.2813
6.4859785703733,6.4860216906,6.4859873083999995,6.4859997015,6.485970679,6.486200502600001,6.4859855915,6.4860053489,22.2891
7.53861014932067,7.538661844800001,7.5386192586,7.5386350236,7.538600627399999,7.538868616799999,7.5386185038999995,7.5386419309,22.3203
8.591241728268036,8.591303562,8.591252943299999,8.5912716236,8.5912325657,8.5915383611,8.5912529332,8.5912794971,22.3203
9.643873307215406,9.6439437649,9.6438847075,9.643906646799998,9.6438624725,9.644207224199999,9.6438852067,9.6439162802,22.2969
