Set_Voltage (V),3458B,3458P,3458H,3458A_MY45,3458A_US28,3458A_MY59,3458A_2823,34470A,tmp119
-9.736948658915843,-9.7370513321,-9.7369646495,-9.7369991995,-9.736950600299998,-9.7373128145,-9.7369677649,-9.7370179841,-9.736971741,22.5234
-8.684317079968475,-8.68441027,-8.6843312488,-8.684362350599999,-8.684319098700001,-8.6846422603,-8.684335272799999,-8.6843799054,-8.684340455000001,22.5234
-7.6316855010211055,-7.631770554200001,-7.631698951499999,-7.6317268789,-7.631688297499999,-7.631973711100001,-7.6317033667,-7.6317429649,-7.631706552999999,22.4609
-6.5790539220737365,-6.5791295787,-6.5790655640999995,-6.5790904729,-6.579056822699999,-6.5793039319,-6.57906956,-6.5791043355,-6.579071335,22.4922
-5.526422343126368,-5.526488461,-5.5264324106,-5.5264536983,-5.526425035000001,-5.5266339086,-5.5264366122999995,-5.5264662568,-5.526437165000001,22.5
-4.473790764179,-4.4738487203,-4.4737999556,-4.4738184337,-4.4737948447,-4.4739648359,-4.473804080400001,-4.473829008000001,-4.473804822,22.4922
-3.4211591852316316,-3.4212070658,-3.4211665853,-3.4211819789,-3.4211629464,-3.4212948996999994,-3.4211704206,-3.4211905433000007,-3.421171826,22.4844
-2.3685276062842635,-2.3685669555,-2.368533842,-2.3685466772,-2.3685325524999996,-2.368625932,-2.3685375142,-2.3685531547000003,-2.36853973,22.5156
-1.3158960273368954,-1.3159256444,-1.3159007384,-1.3159103287,-1.3159007396999998,-1.3159560609999998,-1.3159043860999997,-1.3159149925999998,-1.315907901,22.5078
-0.2632644483895271,-0.26328404155999996,-0.26326688079,-0.26327332628,-0.26326897696,-0.26328594736,-0.26327021349,-0.26327618824,-0.2632764406,22.4609
0.789367130557841,0.78935717865,0.7893670351900001,0.78936353714,0.7893628786600001,0.78938451972,0.7893634096600002,0.78936258663,0.7893559916,22.4297
1.841998709505209,1.8419986056000002,1.8420001432,1.8419995804,1.8419942860000003,1.8420540836999997,1.8419970282999998,1.8420006256999997,1.84198798,22.4844
2.894630288452579,2.8946385826000003,2.8946325135,2.8946348319000004,2.8946246928,2.8947231767,2.8946294781,2.8946377334,2.894619602,22.5
3.947261867399947,3.9472798731999994,3.9472653916,3.9472708128000003,3.9472561400000004,3.9473928642999994,3.9472626753,3.9472763335,3.947252067,22.5313
4.999893446347316,4.9999200394,4.9998980591999995,4.9999060643,4.9998860898999995,5.000061471299999,4.9998955508,4.9999131797,4.999884278000001,22.5469
6.052525025294684,6.052561148000001,6.0525309726,6.0525424408,6.0525170514,6.0527313743,6.0525291579,6.0525514685,6.05251676,22.5078
7.105156604242052,7.1052031688,7.1051654374,7.1051791163,7.105148622400002,7.1054022573,7.1051632966,7.1051904491,7.105150986,22.5078
8.157788183189421,8.157843246999999,8.1577971066,8.1578142327,8.1577788216,8.1580704863,8.1577958226,8.1578281105,8.157784025000002,22.5703
9.210419762136787,9.2104843998,9.210430090100001,9.2104508697,9.2104102625,9.2107405358,9.2104301933,9.210466453600002,9.210416748,22.5156
10.263051341084157,10.263124693,10.263062838,10.263086983,10.263040283,10.263409608999998,10.263061929,10.263103851999999,10.26304484,22.5391
