Set_Voltage (V),3458B,3458P,3458H,3458A_MY45,3458A_US28,3458A_MY59,3458A_2823,34470A,tmp119
-10.415784694295514,-10.415887455,-10.415805847,-10.415798666999999,-10.415842778999998,-10.416155878,-10.415859133999998,-10.415804310999999,-10.41578312,23.0781
-9.363153115348148,-9.3632474708,-9.363171595899999,-9.363164918199999,-9.363211147800001,-9.363487021700001,-9.3632260717,-9.363170457499999,-9.363154126,23.1016
-8.310521536400778,-8.3106080667,-8.3105378592,-8.310532823,-8.3105810749,-8.3108177973,-8.3105945569,-8.3105375847,-8.310522163,23.0547
-7.2578899574534095,-7.2579674459,-7.2579045529,-7.2578992585,-7.2579493279000005,-7.258148315700001,-7.257961630599999,-7.2579033944999995,-7.257889656000001,23.0547
-6.205258378506041,-6.2053272842,-6.2052703547,-6.2052670731,-6.205318137,-6.2054789388,-6.205329143800001,-6.2052699228,-6.205255835000001,23.0
-5.152626799558673,-5.1526879812,-5.152637414699999,-5.1526345099,-5.152687666,-5.1528111555,-5.152697400699999,-5.152637469100001,-5.152625636000001,23.0313
-4.099995220611304,-4.1000468429,-4.1000028549000005,-4.1000003777,-4.1000557539999996,-4.1001406413999995,-4.1000642823,-4.100002874399999,-4.09999301,23.0703
-3.047363641663936,-3.0474069802,-3.0473702663,-3.0473682278000003,-3.047425787,-3.0474724,-3.0474322258999997,-3.0473701592,-3.0473633259999997,23.0469
-1.9947320627165679,-1.9947661496999998,-1.9947361181,-1.9947351491999998,-1.9947943589,-1.9948028427,-1.9947996040000002,-1.9947363546,-1.9947324839999998,23.0703
-0.9421004837691997,-0.9421268029,-0.9421032731099999,-0.9421025578199999,-0.94216411047,-0.94213454186,-0.9421678008999999,-0.94210356206,-0.9421027814,23.0313
0.11053109517816839,0.11051560351999999,0.11053241428000002,0.11053219336,0.11046863073999999,0.11053602176999999,0.11046680703,0.11053199797999999,0.1105289311,23.0391
1.1631626741255365,1.1631568152,1.1631665215,1.1631661566,1.1630999072,1.1632061374999998,1.1630998155,1.1631662567999999,1.163159259,23.0469
2.2157942530729065,2.2157961588000004,2.215799327,2.2157982634,2.2157299653,2.215874482,2.2157313242,2.2157988872,2.2157893370000004,23.0391
3.2684258320202746,3.2684374012999995,3.2684328791999997,3.2684317495000004,3.2683608640000004,3.2685437631000003,3.2683644396999996,3.2684323648,3.268420561,23.0391
4.321057410967643,4.321077300900001,4.3210659831000005,4.3210641778,4.3209907686,4.3212123941,4.3209966703,4.3210649835999995,4.321051765,23.0234
5.373688989915011,5.373718568200001,5.373700162500001,5.3736982862,5.3736225261,5.373882185399999,5.3736292600999995,5.3736996016,5.373682907,23.0391
6.426320568862379,6.4263591127,6.4263339855999995,6.4263317752999995,6.426253268600001,6.4265513938000005,6.4262616416,6.4263334091,6.426314457,23.0391
7.478952147809749,7.478998877,7.4789666006,7.478963863099999,7.4788827631000006,7.4792197848000015,7.4788940716,7.4789660352,7.478946824999999,23.0156
8.531583726757116,8.5316395818,8.5316008895,8.5315977831,8.5315135984,8.5318893188,8.5315271915,8.531599717099999,8.531578332,23.0547
9.584215305704486,9.584279878400002,9.5842342145,9.584229730299999,9.5841435859,9.5845579135,9.5841588304,9.5842320514,9.584207463999999,23.0625
