Set_Voltage (V),3458B,3458P,3458H,3458A_MY45,3458A_US28,3458A_MY59,3458A_2823,34470A,tmp119
-9.834839078360783,-9.8349371102,-9.834858652,-9.8348512188,-9.834896492999999,-9.8351887526,-9.8349128464,-9.834856286599999,-9.834837674000001,23.0703
-8.782207499413415,-8.7822979162,-8.7822255654,-8.782219361,-8.7822665366,-8.782520824199999,-8.7822810772,-8.782223872,-8.782209098000001,23.0859
-7.729575920466046,-7.729656733800001,-7.7295919458,-7.7295861516,-7.729634816,-7.729851200000001,-7.729648297200001,-7.7295900238,-7.729576688,23.0703
-6.676944341518677,-6.6770161498,-6.676957658399999,-6.6769524388,-6.6770038128,-6.6771818432000005,-6.6770151628,-6.6769561926,-6.676942854,23.0938
-5.624312762571309,-5.6243776766,-5.6243249586,-5.624320598400001,-5.624373239600001,-5.6245136122,-5.624383551400001,-5.6243237346,-5.6243107939999994,23.0859
-4.571681183623941,-4.5717359516,-4.5716902316,-4.571686945000001,-4.5717414484,-4.5718432754,-4.571750657,-4.5716892262,-4.571679093999999,23.0938
-3.5190496046765722,-3.5190965054000003,-3.5190573443999997,-3.5190544204000003,-3.5191115718,-3.519175053,-3.5191184483999995,-3.5190568292,-3.519048864,23.0938
-2.466418025729204,-2.466455713,-2.4664233849999997,-2.4664212916,-2.4664804058,-2.4665056441999997,-2.466486146,-2.4664230624,-2.466418248,23.1016
-1.413786446781836,-1.4138152934,-1.4137890654,-1.4137879132000002,-1.4138489779999999,-1.4138366917999998,-1.4138530348000002,-1.4137890332,-1.41378733,23.0859
-0.3611548678344677,-0.36117513722,-0.36115573574000004,-0.36115562566,-0.36121869098000003,-0.36116808266,-0.36122127136000004,-0.36115613394,-0.3611577026,23.1172
0.6914767111129004,0.6914674818000001,0.6914796909600001,0.6914796395,0.6914145340600002,0.69150353964,0.69141343616,0.69147950792,0.6914743163999999,23.0703
1.7441082900602685,1.7441071155999999,1.7441131319999998,1.7441124367999998,1.744044623,1.7441719422,1.7440455189999997,1.7441124097999998,1.7441044840000002,23.0547
2.7967398690076384,2.7967475154,2.7967463092000004,2.7967451925999995,2.7966756768,2.7968411009999996,2.7966777599999997,2.7967457008,2.796735666,23.0938
3.8493714479550065,3.8493874515999997,3.8493792491999996,3.8493774033999997,3.8493055328000003,3.8495095181999996,3.8493099044,3.849378398,3.8493656959999996,23.1016
4.902003026902375,4.902028548800001,4.9020130914,4.902010876,4.9019363948,4.902179009,4.9019423886,4.9020119576,4.901997702,23.0859
5.954634605849743,5.9546703232,5.9546483456,5.9546445176,5.954567643000001,5.954849124600001,5.954575420399999,5.954646647000001,5.954629888,23.0625
7.007266184797111,7.007309289,7.0072807176000005,7.0072768144,7.0071975786000005,7.0075170414,7.007207219200001,7.0072782376000005,7.007261582,23.0625
8.05989776374448,8.0599496002,8.059914173000001,8.0599101212,8.0598279306,8.060186497,8.059840467799999,8.059912086,8.059893616,23.0703
9.112529342691847,9.1125904984,9.1125477722,9.1125428798,9.1124580044,9.1128547864,9.1124730986,9.112545076,9.112523052,23.0625
10.165160921639217,10.165230597999999,10.165181886,10.16517624,10.165089016,10.165524388,10.165105728,10.165178764,10.165151380000001,23.0938
